Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
18.255,2.939,4.4456,2.6342,-.3346
18.26,2.9585,4.4609,2.641,-.3422
18.265,2.9799,4.4745,2.6556,-.3409
18.27,3.0101,4.4884,2.6786,-.3481
18.275,3.0402,4.5014,2.6682,-.3555
18.28,3.0581,4.5131,2.6559,-.3481
18.285,3.0882,4.5306,2.6682,-.3524
18.29,3.1191,4.5429,2.6361,-.3558
18.295,3.1531,4.5591,2.676,-.3563
18.3,3.1859,4.5737,2.6501,-.3594
18.305,3.2066,4.5971,2.6332,-.3639
18.31,3.2423,4.6029,2.6092,-.3698
18.315,3.2708,4.6169,2.6582,-.3712
18.32,3.301,4.6337,2.6416,-.3717
18.325,3.3497,4.6503,2.664,-.3766
18.33,3.3772,4.6639,2.6316,-.3698
18.335,3.4003,4.6804,2.6552,-.3688
18.34,3.4272,4.6963,2.641,-.3738
18.345,3.4483,4.7106,2.6338,-.3772
18.35,3.4755,4.7236,2.6604,-.377
18.355,3.516,4.7404,2.6883,-.3817
18.36,3.5297,4.7583,2.6488,-.3808
18.365,3.555,4.7751,2.6708,-.3895
18.37,3.5858,4.7917,2.6848,-.3957
18.375,3.6172,4.8206,2.6556,-.3895
18.38,3.6688,4.8225,2.7172,-.3877
18.385,3.6999,4.839,2.7023,-.3869
18.39,3.7119,4.8546,2.6711,-.389
18.395,3.7538,4.8689,2.6436,-.3963
18.4,3.782,4.8861,2.664,-.4004
18.405,3.83,4.9026,2.6348,-.3892
18.41,3.8689,4.9185,2.6617,-.3942
18.415,3.889,4.9347,2.6348,-.395
18.42,3.9237,4.9542,2.6533,-.4012
18.425,3.9578,4.9694,2.6342,-.4169
18.43,4.011,4.9863,2.6027,-.4254
18.435,4.0402,5.0067,2.6228,-.4402
18.44,4.0554,5.0223,2.6381,-.4379
18.445,4.0791,5.0333,2.6491,-.4415
18.45,4.1054,5.057,2.6296,-.4515
18.455,4.1654,5.0758,2.6179,-.4554
18.46,4.2079,5.0917,2.641,-.459
18.465,4.2147,5.1141,2.5806,-.4709
18.47,4.2559,5.1358,2.617,-.4729
18.475,4.3107,5.1514,2.6277,-.4802
18.48,4.3496,5.1712,2.6293,-.486
18.485,4.3781,5.1913,2.6069,-.4756
18.49,4.4206,5.2094,2.6131,-.4803
18.495,4.4622,5.2305,2.6069,-.4905
18.5,4.5102,5.2516,2.5832,-.5014
18.505,4.5501,5.2737,2.5764,-.5185
18.51,4.589,5.2957,2.6085,-.5234
18.515,4.6389,5.3194,2.6416,-.5263
18.52,4.6866,5.3402,2.6552,-.542
18.525,4.7197,5.3612,2.6277,-.5412
18.53,4.7622,5.3852,2.6329,-.5462
18.535,4.803,5.407,2.5602,-.5587
18.54,4.8364,5.4251,2.6332,-.5512
18.545,4.8841,5.4543,2.6179,-.554
18.55,4.9269,5.478,2.6131,-.5718
18.555,4.9639,5.5007,2.5907,-.5911
18.56,5.0171,5.5228,2.5946,-.6082
18.565,5.0651,5.5487,2.5826,-.6158
18.57,5.1125,5.5737,2.5628,-.6165
18.575,5.1676,5.599,2.6514,-.6192
18.58,5.2211,5.6246,2.5823,-.6325
18.585,5.2678,5.6535,2.5605,-.6455
18.59,5.321,5.6775,2.5661,-.6485
18.595,5.3872,5.7063,2.5557,-.65
18.6,5.4417,5.7316,2.5398,-.6647
18.605,5.5001,5.7589,2.5592,-.6644
18.61,5.5607,5.7855,2.5648,-.6851
18.615,5.6064,5.8137,2.5813,-.6995
18.62,5.6674,5.8429,2.5952,-.7067
18.625,5.7203,5.8737,2.6147,-.7321
18.63,5.7715,5.9039,2.5612,-.7442
18.635,5.8351,5.9353,2.6021,-.7331
18.64,5.8873,5.9658,2.6342,-.736
18.645,5.9412,5.9944,2.5505,-.7609
18.65,6.0044,6.0252,2.5618,-.7789
18.655,6.0579,6.057,2.5952,-.7944
18.66,6.1186,6.0887,2.5609,-.8053
18.665,6.1805,6.1209,2.5904,-.808
18.67,6.2499,6.1546,2.6144,-.8017
18.675,6.3161,6.1877,2.5933,-.8024
18.68,6.382,6.2188,2.5764,-.8059
18.685,6.4663,6.2538,2.5709,-.81
18.69,6.514,6.2876,2.6014,-.8263
18.695,6.5986,6.322,2.6296,-.8412
18.7,6.6826,6.3554,2.6053,-.8501
18.705,6.7342,6.3953,2.5771,-.8869
18.71,6.8205,6.4251,2.5583,-.8862
18.715,6.8808,6.4614,2.5858,-.8708
18.72,6.9544,6.4958,2.5858,-.9069
18.725,7.0154,6.5305,2.5897,-.9194
18.73,7.078,6.5688,2.5719,-.9419
18.735,7.164,6.6067,2.5336,-.9557
18.74,7.2198,6.644,2.6128,-.9409
18.745,7.3109,6.68,2.6079,-.9324
18.75,7.3634,6.7196,2.5995,-.9417
18.755,7.4552,6.7566,2.6361,-.9547
18.76,7.5133,6.7958,2.5878,-.9673
18.765,7.6148,6.8351,2.6024,-.9834
18.77,7.6881,6.875,2.6069,-.9895
18.775,7.7789,6.9113,2.5991,-1.0062
18.78,7.8561,6.9538,2.6468,-.988
18.785,7.9434,6.9969,2.5985,-1.014
18.79,8.0329,7.0368,2.5943,-1.0324
18.795,8.1033,7.0783,2.6228,-1.0502
18.8,8.1805,7.1169,2.6166,-1.0424
18.805,8.2638,7.1591,2.6351,-1.0442
18.81,8.3488,7.2022,2.641,-1.0136
18.815,8.4263,7.2434,2.663,-1.0106
18.82,8.5029,7.2827,2.6559,-1.0403
18.825,8.5876,7.3255,2.6682,-1.0423
18.83,8.655,7.3683,2.7133,-1.0379
18.835,8.7445,7.4072,2.6981,-1.056
18.84,8.8146,7.4517,2.6925,-1.0266
18.845,8.8902,7.5,2.7062,-1.0407
18.85,8.9722,7.536,2.7344,-1.058
18.855,9.0569,7.5775,2.76,-1.0517
18.86,9.1205,7.62,2.6945,-1.04
18.865,9.2269,7.6622,2.7088,-1.0386
18.87,9.2966,7.6956,2.7934,-.9982
18.875,9.3654,7.7436,3.1398,-.9322
18.88,9.4383,7.7802,3.4599,-.8488
18.885,9.512,7.8143,3.603,-.7622
18.89,9.5704,7.8451,3.6273,-.6787
18.895,9.6242,7.8707,3.5913,-.6011
18.9,9.6771,7.8947,3.5563,-.5205
18.905,9.6956,7.9126,3.5501,-.4324
18.91,9.7504,7.9281,3.4758,-.3314
18.915,9.7705,7.9431,3.4457,-.244
18.92,9.7737,7.9492,3.4869,-.1607
18.925,9.789,7.9544,3.4684,-.0814
18.93,9.7912,7.9567,3.4466,-.0204
18.935,9.7828,7.9551,3.3351,.0266
18.94,9.7835,7.9437,3.2488,.0758
18.945,9.7835,7.9505,3.1502,.1224
18.95,9.7572,7.9453,3.0581,.1601
18.955,9.7426,7.9369,2.9679,.2061
18.96,9.7277,7.9307,3.0282,.2349
18.965,9.6952,7.9197,3.0798,.2685
18.97,9.6832,7.9071,3.0458,.3018
18.975,9.7024,7.8951,2.9913,.3259
18.98,9.6654,7.8818,2.8991,.3151
18.985,9.6099,7.8704,2.7467,.3196
18.99,9.5846,7.8568,2.5969,.3207
18.995,9.5415,7.8425,2.5181,.3284
19,9.5512,7.8295,2.6154,.3407
19.005,9.5379,7.8153,2.5615,.3122
19.01,9.511,7.8042,2.4276,.2775
19.015,9.486,7.7929,2.5255,.2736
19.02,9.473,7.7812,2.6241,.2545
19.025,9.4565,7.7702,2.639,.239
19.03,9.437,7.7627,2.5485,.2367
19.035,9.4127,7.751,2.6407,.2573
19.04,9.392,7.7397,2.7759,.2859
19.045,9.3654,7.728,2.8343,.3039
19.05,9.341,7.7131,2.9112,.3332
19.055,9.3102,7.6959,2.9413,.3455
19.06,9.2778,7.6871,2.8398,.3368
19.065,9.2531,7.6732,2.7256,.3462
19.07,9.2353,7.6593,2.6614,.3525
19.075,9.1931,7.6456,2.5933,.3645
19.08,9.1626,7.631,2.5849,.3513
19.085,9.1386,7.6181,2.5106,.3196
19.09,9.1127,7.6057,2.4188,.2846
19.095,9.1224,7.5954,2.4918,.2633
19.1,9.1685,7.5846,2.5813,.2502
19.105,9.0582,7.5756,2.6381,.2426
19.11,9.0397,7.5662,2.6296,.2401
19.115,9.028,7.5568,2.7007,.2434
19.12,9.0031,7.5477,2.7785,.2689
19.125,8.9885,7.5483,2.9199,.2976
19.13,8.9683,7.5243,3.0976,.3229
19.135,8.9473,7.5104,2.9296,.3212
19.14,8.9268,7.4987,2.7032,.2965
19.145,8.9038,7.4851,2.6299,.3093
19.15,8.873,7.474,2.5998,.3216
19.155,8.8529,7.4607,2.5323,.318
19.16,8.8224,7.4481,2.5028,.3136
19.165,8.7786,7.4361,2.4976,.2932
19.17,8.7779,7.4212,2.4493,.257
19.175,8.8834,7.415,2.434,.2252
19.18,8.8707,7.4059,2.5719,.2268
19.185,8.8691,7.3978,2.6238,.2286
19.19,8.8324,7.3884,2.6192,.2241
19.195,8.6696,7.378,2.6222,.2111
19.2,8.6599,7.3712,2.5806,.2228
19.205,8.6495,7.3641,2.7263,.226
19.21,8.6365,7.3534,2.7996,.2319
19.215,8.6252,7.3466,2.7814,.228
19.22,8.6184,7.3355,2.7464,.222
19.225,8.5976,7.3265,2.711,.2341
19.23,8.5746,7.3177,2.7298,.2379
19.235,8.5655,7.3083,2.6614,.2299
19.24,8.5464,7.2966,2.6763,.2343
19.245,8.5243,7.2905,2.6351,.2285
19.25,8.5126,7.2814,2.6267,.2094
19.255,8.4922,7.2736,2.6199,.1925
19.26,8.5266,7.2678,2.6131,.1807
19.265,8.4685,7.2551,2.591,.1697
19.27,8.4374,7.2551,2.5301,.1639
19.275,8.4186,7.2457,2.5635,.1566
19.28,8.4092,7.2386,2.6608,.1631
19.285,8.3884,7.2331,2.761,.1755
19.29,8.3709,7.2249,2.8369,.1789
19.295,8.3547,7.2181,2.7996,.1776
19.3,8.3453,7.211,2.6799,.1791
19.305,8.3277,7.2045,2.6851,.194
19.31,8.319,7.1928,2.7383,.2123
19.315,8.3154,7.188,2.7435,.2226
19.32,8.3034,7.1789,2.6702,.2111
19.325,8.3582,7.1724,2.5761,.1962
19.33,8.3618,7.1617,2.494,.1739
19.335,8.2577,7.1565,2.4675,.1631
19.34,8.2548,7.1487,2.544,.1567
19.345,8.2502,7.1442,2.5427,.1399
19.35,8.2405,7.1393,2.5051,.1184
19.355,8.2269,7.1328,2.5002,.1077
19.36,8.2197,7.1296,2.6903,.1258
19.365,8.2064,7.1244,2.748,.1289
19.37,8.1909,7.1205,2.8327,.1261
19.375,8.1808,7.1156,2.773,.1325
19.38,8.1597,7.1108,2.7247,.1292
19.385,8.1445,7.104,2.7266,.1499
19.39,8.1341,7.0978,2.8009,.1737
19.395,8.1133,7.0913,2.7996,.1747
19.4,8.0984,7.0858,2.7302,.1697
19.405,8.0835,7.0916,2.6841,.1705
19.41,8.0754,7.0722,2.6653,.1655
19.415,8.0971,7.066,2.592,.1559
19.42,8.1442,7.0615,2.5868,.142
19.425,8.0524,7.0543,2.5155,.1187
19.43,8.0582,7.0517,2.4438,.1025
19.435,8.0313,7.0482,2.5093,.0965
19.44,8.0183,7.0449,2.6598,.1015
19.445,8.0134,7.0433,2.7538,.1056
19.45,8.0118,7.0375,2.7428,.0985
19.455,8.0027,7.0339,2.7178,.0899
19.46,8.0089,7.029,2.6394,.0985
19.465,8.0001,7.0255,2.7289,.121
19.47,7.9907,7.0203,2.8489,.1328
19.475,7.9784,7.0183,2.8057,.1488
19.48,7.9687,7.0099,2.6802,.1354
19.485,7.957,7.0047,2.5982,.1252
19.49,7.935,7.0002,2.5615,.1218
19.495,7.9434,6.996,2.5949,.1166
19.5,7.9311,6.9898,2.6325,.1119
19.505,7.9168,6.9872,2.6021,.0985
19.51,7.9119,6.9791,2.5602,.0831
19.515,7.9028,6.9804,2.6085,.0773
19.52,7.8902,6.9801,2.6212,.0696
19.525,7.8879,6.9752,2.6121,.0624
19.53,7.8785,6.9732,2.6501,.0557
19.535,7.8766,6.9716,2.7084,.0533
19.54,7.8808,6.9681,2.7655,.0596
19.545,7.8788,6.9609,2.8216,.0852
19.55,7.8756,6.9625,2.9017,.1028
19.555,7.8678,6.9593,2.8563,.109
19.56,7.8578,6.9548,2.7535,.1056
19.565,7.8471,6.9499,2.7376,.1108
19.57,7.8412,6.9463,2.7266,.1166
19.575,7.823,6.9415,2.6741,.1163
19.58,7.8214,6.9359,2.6001,.1135
19.585,7.8114,6.933,2.5534,.0944
19.59,7.8042,6.9311,2.4639,.0802
19.595,7.7981,6.9262,2.5962,.0853
19.6,7.7926,6.9239,2.7094,.0813
19.605,7.7909,6.9204,2.6656,.069
19.61,7.7815,6.9191,2.567,.0612
19.615,7.7734,6.9116,2.5586,.0499
19.62,7.7712,6.9139,2.5849,.0624
19.625,7.7624,6.9106,2.7104,.0808
19.63,7.7682,6.9074,2.88,.0887
19.635,7.752,6.9061,2.7389,.0795
19.64,7.7326,6.9016,2.5586,.0669
19.645,7.7342,6.8986,2.6387,.0685
19.65,7.7251,6.8957,2.6728,.0747
19.655,7.7189,6.8944,2.5547,.059
19.66,7.7235,6.8892,2.6293,.0653
19.665,7.7235,6.8892,2.7204,.0739
19.67,7.7254,6.8866,2.7399,.0599
19.675,7.7283,6.885,2.6478,.0523
19.68,7.7267,6.8824,2.6264,.0523
19.685,7.7277,6.8808,2.6215,.0418
19.69,7.7222,6.8789,2.6426,.0449
19.695,7.706,6.8802,2.7195,.0528
19.7,7.693,6.8753,2.7603,.0492
19.705,7.6897,6.8727,2.6536,.042
19.71,7.6836,6.8811,2.6338,.0424
19.715,7.6709,6.8704,2.7548,.0478
19.72,7.692,6.8685,2.761,.0577
19.725,7.6901,6.8665,2.7629,.0703
19.73,7.6547,6.8617,2.8388,.0839
19.735,7.6644,6.86,2.8709,.0947
19.74,7.6275,6.8575,2.6747,.0863
19.745,7.6372,6.8536,2.5969,.0756
19.75,7.631,6.8545,2.5459,.0785
19.755,7.6557,6.8513,2.5771,.0745
19.76,7.7137,6.8445,2.5998,.0585
19.765,7.6382,6.8432,2.5132,.0379
19.77,7.6933,6.8419,2.4743,.0212
19.775,7.609,6.8396,2.5028,.013
19.78,7.6232,6.8305,2.6721,.0261
19.785,7.6245,6.8383,2.8521,.0492
19.79,7.6249,6.8383,2.9355,.053
19.795,7.6255,6.8367,2.8252,.0468
19.8,7.6229,6.8351,2.6569,.0424
19.805,7.6239,6.8328,2.7026,.0547
19.81,7.6112,6.8299,2.7373,.0667
19.815,7.6099,6.8237,2.6925,.0713
19.82,7.6038,6.8247,2.677,.0606
19.825,7.5908,6.8273,2.5907,.0473
19.83,7.595,6.8218,2.5949,.0373
19.835,7.5872,6.8189,2.5755,.03
19.84,7.5759,6.8195,2.6572,.0284
19.845,7.5785,6.8169,2.6394,.0233
19.85,7.5714,6.803,2.6932,.0224
19.855,7.5678,6.8163,2.7023,.0217
19.86,7.5704,6.813,2.7311,.0306
19.865,7.5684,6.8146,2.7483,.0444
19.87,7.5704,6.8107,2.8544,.056
19.875,7.5652,6.8111,2.783,.0523
19.88,7.5733,6.8088,2.6079,.039
19.885,7.5649,6.8078,2.5985,.0347
19.89,7.5717,6.8059,2.5742,.0339
19.895,7.572,6.8049,2.6124,.0381
19.9,7.5594,6.803,2.6721,.0421
19.905,7.5645,6.801,2.7487,.0442
19.91,7.5571,6.8007,2.7013,.0355
19.915,7.5503,6.7994,2.6465,.0313
19.92,7.5509,6.7987,2.5936,.0209
19.925,7.5448,6.7975,2.6124,.0152
19.93,7.5321,6.7975,2.5901,.0156
19.935,7.5217,6.7955,2.6345,.0183
19.94,7.5305,6.7952,2.7208,.028
19.945,7.5224,6.7949,2.7577,.0342
19.95,7.5243,6.7936,2.7847,.03
19.955,7.522,6.7932,2.7032,.0217
19.96,7.5195,6.7926,2.6332,.0219
19.965,7.5191,6.788,2.6909,.03
19.97,7.5243,6.7906,2.7435,.0374
19.975,7.5178,6.789,2.689,.0392
19.98,7.5285,6.7874,2.6624,.035
19.985,7.5227,6.7864,2.5978,.0224
19.99,7.5146,6.7981,2.6212,.0185
19.995,7.5175,6.7842,2.664,.0157
20,7.5133,6.7822,2.6468,.0117
